heure;adresse_ip_employe;url_consultee;methode_http;code_reponse
00:44:03;192.168.2.100;https://www.disneyplus.com;GET;OK
00:44:29;192.168.2.2;https://www.nytimes.com;POST;OK
00:44:38;192.168.2.3;https://www.google.fr;GET;OK
00:46:41;192.168.2.3;https://www.office.com;POST;OK
00:47:43;192.168.2.1;https://www.office.com;DELETE;OK
00:48:29;192.168.2.3;https://www.office.com;POST;OK
00:48:32;192.168.2.1;https://www.nytimes.com;PUT;OK
00:48:56;192.168.2.100;https://www.imdb.com;GET;OK
00:51:28;192.168.2.100;https://www.imdb.com;GET;OK
00:51:34;192.168.2.2;https://www.disneyplus.com;DELETE;OK
00:52:53;192.168.2.100;https://www.google.fr;POST;OK
00:52:58;192.168.2.3;https://www.nytimes.com;DELETE;OK
00:53:32;192.168.2.100;https://www.office.com;GET;OK
00:53:45;192.168.2.100;https://www.google.fr;DELETE;OK
00:54:12;192.168.2.2;https://www.disneyplus.com;GET;OK
00:55:15;192.168.2.100;https://www.disneyplus.com;PUT;OK
00:55:44;192.168.2.2;https://www.imdb.com;PUT;OK
00:56:30;192.168.2.2;https://www.nytimes.com;DELETE;OK
00:56:31;192.168.2.2;https://www.google.fr;DELETE;OK
00:56:33;192.168.2.2;https://www.imdb.com;PUT;OK
00:59:12;192.168.2.1;https://www.imdb.com;PUT;OK
00:59:21;192.168.2.1;https://www.nytimes.com;POST;OK
01:01:15;192.168.2.1;https://www.disneyplus.com;PUT;OK
01:01:34;192.168.2.3;https://www.disneyplus.com;POST;OK
01:01:55;192.168.2.2;https://www.disneyplus.com;DELETE;OK
01:01:58;192.168.2.3;https://www.imdb.com;GET;OK
01:02:09;192.168.2.3;https://www.imdb.com;GET;OK
01:02:23;192.168.2.1;https://www.imdb.com;GET;OK
01:02:36;192.168.2.1;https://www.google.fr;PUT;OK
01:03:08;192.168.2.100;https://www.google.fr;PUT;OK
01:04:32;192.168.2.2;https://www.google.fr;DELETE;OK
01:05:37;192.168.2.1;https://www.office.com;DELETE;OK
01:05:41;192.168.2.2;https://www.google.fr;PUT;OK
01:06:23;192.168.2.2;https://www.google.fr;POST;OK
01:06:36;192.168.2.1;https://www.disneyplus.com;PUT;OK
01:06:40;192.168.2.100;https://www.google.fr;POST;OK
01:06:50;192.168.2.1;https://www.imdb.com;PUT;OK
01:07:07;192.168.2.100;https://www.disneyplus.com;PUT;OK
01:10:25;192.168.2.3;https://www.office.com;DELETE;OK
01:12:03;192.168.2.2;https://www.google.fr;GET;OK
01:14:28;192.168.2.1;https://www.disneyplus.com;PUT;OK
01:15:02;192.168.2.2;https://www.disneyplus.com;PUT;OK
01:15:33;192.168.2.3;https://www.disneyplus.com;POST;OK
01:15:35;192.168.2.1;https://www.google.fr;DELETE;OK
01:15:47;192.168.2.3;https://www.imdb.com;DELETE;OK
01:16:06;192.168.2.100;https://www.office.com;POST;OK
01:17:40;192.168.2.3;https://www.imdb.com;DELETE;OK
01:20:14;192.168.2.100;https://www.nytimes.com;PUT;OK
01:20:41;192.168.2.100;https://www.disneyplus.com;POST;OK
01:21:11;192.168.2.2;https://www.disneyplus.com;DELETE;OK
01:21:19;192.168.2.100;https://www.google.fr;PUT;OK
01:23:48;192.168.2.100;https://www.imdb.com;DELETE;OK
01:24:48;192.168.2.3;https://www.imdb.com;POST;OK
01:24:57;192.168.2.2;https://www.disneyplus.com;POST;OK
01:25:37;192.168.2.3;https://www.imdb.com;POST;OK
01:26:23;192.168.2.1;https://www.imdb.com;POST;OK
01:27:04;192.168.2.2;https://www.imdb.com;DELETE;OK
01:30:27;192.168.2.1;https://www.office.com;PUT;OK
01:30:43;192.168.2.1;https://www.imdb.com;PUT;OK
01:32:23;192.168.2.2;https://www.disneyplus.com;PUT;OK
01:32:40;192.168.2.100;https://www.google.fr;PUT;OK
01:32:49;192.168.2.100;https://www.imdb.com;POST;OK
01:36:54;192.168.2.3;https://www.nytimes.com;POST;OK
01:37:16;192.168.2.1;https://www.google.fr;PUT;OK
01:37:24;192.168.2.3;https://www.office.com;POST;OK
01:37:59;192.168.2.100;https://www.google.fr;GET;OK
01:38:03;192.168.2.100;https://www.imdb.com;GET;OK
01:39:35;192.168.2.2;https://www.google.fr;GET;OK
01:39:37;192.168.2.3;https://www.google.fr;PUT;OK
01:39:50;192.168.2.100;https://www.office.com;POST;OK
01:40:20;192.168.2.3;https://www.disneyplus.com;DELETE;OK
01:42:30;192.168.2.100;https://www.imdb.com;POST;OK
01:44:49;192.168.2.1;https://www.office.com;PUT;OK
01:45:02;192.168.2.3;https://www.google.fr;GET;OK
01:46:12;192.168.2.100;https://www.google.fr;PUT;OK
01:48:04;192.168.2.1;https://www.imdb.com;POST;OK
01:49:25;192.168.2.1;https://www.google.fr;GET;OK
01:49:56;192.168.2.1;https://www.office.com;DELETE;OK
01:50:51;192.168.2.3;https://www.imdb.com;POST;OK
01:52:39;192.168.2.100;https://www.imdb.com;PUT;OK
01:53:07;192.168.2.3;https://www.nytimes.com;PUT;OK
01:53:11;192.168.2.3;https://www.office.com;GET;OK
01:53:47;192.168.2.100;https://www.imdb.com;GET;OK
01:54:27;192.168.2.1;https://www.imdb.com;GET;OK
01:54:52;192.168.2.3;https://www.google.fr;POST;OK
01:55:25;192.168.2.2;https://www.nytimes.com;GET;OK
01:55:27;192.168.2.3;https://www.nytimes.com;PUT;OK
01:58:45;192.168.2.2;https://www.google.fr;GET;OK
01:58:49;192.168.2.100;https://www.google.fr;PUT;OK
01:59:07;192.168.2.2;https://www.imdb.com;DELETE;OK
01:59:45;192.168.2.1;https://www.disneyplus.com;DELETE;OK
02:00:27;192.168.2.1;https://www.google.fr;GET;OK
02:00:52;192.168.2.1;https://www.imdb.com;GET;OK
02:01:00;192.168.2.100;https://www.nytimes.com;POST;OK
02:01:13;192.168.2.3;https://www.google.fr;POST;OK
02:01:59;192.168.2.100;https://www.nytimes.com;DELETE;OK
02:02:25;192.168.2.2;https://www.imdb.com;GET;OK
02:02:46;192.168.2.100;https://www.google.fr;PUT;OK
02:03:26;192.168.2.1;https://www.disneyplus.com;POST;OK
02:03:47;192.168.2.1;https://www.disneyplus.com;PUT;OK
02:05:39;192.168.2.2;https://www.office.com;POST;OK
02:05:51;192.168.2.1;https://www.nytimes.com;POST;OK
02:06:23;192.168.2.2;https://www.office.com;DELETE;OK
02:08:08;192.168.2.100;https://www.nytimes.com;PUT;OK
02:10:07;192.168.2.1;https://www.nytimes.com;PUT;OK
02:10:13;192.168.2.2;https://www.nytimes.com;DELETE;OK
02:11:34;192.168.2.2;https://www.google.fr;POST;OK
02:11:37;192.168.2.3;https://www.office.com;GET;OK
02:13:47;192.168.2.1;https://www.office.com;POST;OK
02:15:24;192.168.2.100;https://www.imdb.com;GET;OK
02:15:45;192.168.2.3;https://www.disneyplus.com;POST;OK
02:15:53;192.168.2.3;https://www.imdb.com;GET;OK
02:20:22;192.168.2.1;https://www.google.fr;GET;OK
02:20:40;192.168.2.3;https://www.imdb.com;GET;OK
02:21:31;192.168.2.1;https://www.office.com;POST;OK
02:21:34;192.168.2.3;https://www.google.fr;POST;OK
02:21:47;192.168.2.3;https://www.google.fr;GET;OK
02:22:44;192.168.2.3;https://www.disneyplus.com;GET;OK
02:23:31;192.168.2.100;https://www.google.fr;PUT;OK
02:25:30;192.168.2.100;https://www.google.fr;POST;OK
02:25:34;192.168.2.100;https://www.disneyplus.com;POST;OK
02:25:53;192.168.2.2;https://www.google.fr;POST;OK
02:26:25;192.168.2.1;https://www.nytimes.com;DELETE;OK
02:26:54;192.168.2.100;https://www.disneyplus.com;DELETE;OK
02:27:09;192.168.2.1;https://www.office.com;POST;OK
02:27:14;192.168.2.3;https://www.office.com;DELETE;OK
02:27:29;192.168.2.1;https://www.google.fr;POST;OK
02:27:47;192.168.2.3;https://www.google.fr;POST;OK
02:28:28;192.168.2.3;https://www.office.com;GET;OK
02:30:01;192.168.2.2;https://www.office.com;GET;OK
02:30:32;192.168.2.1;https://www.nytimes.com;DELETE;OK
02:31:14;192.168.2.2;https://www.google.fr;GET;OK
02:31:46;192.168.2.2;https://www.imdb.com;POST;OK
02:32:47;192.168.2.2;https://www.office.com;POST;OK
02:35:16;192.168.2.1;https://www.office.com;DELETE;OK
02:36:45;192.168.2.2;https://www.google.fr;DELETE;OK
02:38:08;192.168.2.1;https://www.office.com;PUT;OK
02:38:32;192.168.2.2;https://www.imdb.com;POST;OK
02:38:55;192.168.2.100;https://www.imdb.com;DELETE;OK
02:39:29;192.168.2.1;https://www.disneyplus.com;POST;OK
02:41:00;192.168.2.1;https://www.nytimes.com;GET;OK
02:43:20;192.168.2.100;https://www.disneyplus.com;DELETE;OK
02:43:33;192.168.2.100;https://www.imdb.com;PUT;OK
02:44:58;192.168.2.3;https://www.google.fr;GET;OK
02:45:02;192.168.2.1;https://www.google.fr;DELETE;OK
02:45:32;192.168.2.2;https://www.imdb.com;POST;OK
02:46:29;192.168.2.3;https://www.nytimes.com;DELETE;OK
02:46:50;192.168.2.3;https://www.google.fr;GET;OK
02:48:31;192.168.2.2;https://www.google.fr;PUT;OK
02:49:07;192.168.2.100;https://www.imdb.com;DELETE;OK
02:49:09;192.168.2.2;https://www.disneyplus.com;DELETE;OK
02:50:37;192.168.2.1;https://www.nytimes.com;GET;OK
02:50:51;192.168.2.2;https://www.nytimes.com;POST;OK
02:52:41;192.168.2.2;https://www.nytimes.com;PUT;OK
02:53:54;192.168.2.1;https://www.disneyplus.com;POST;OK
02:55:11;192.168.2.3;https://www.office.com;GET;OK
02:56:59;192.168.2.1;https://www.google.fr;GET;OK
02:57:20;192.168.2.2;https://www.nytimes.com;GET;OK
02:59:31;192.168.2.2;https://www.nytimes.com;POST;OK
02:59:36;192.168.2.100;https://www.office.com;PUT;OK
03:00:01;192.168.2.1;https://www.nytimes.com;POST;OK
03:00:22;192.168.2.2;https://www.imdb.com;DELETE;OK
03:01:51;192.168.2.100;https://www.disneyplus.com;DELETE;OK
03:02:26;192.168.2.1;https://www.office.com;GET;OK
03:03:11;192.168.2.100;https://www.nytimes.com;DELETE;OK
03:04:37;192.168.2.100;https://www.office.com;DELETE;OK
03:05:56;192.168.2.1;https://www.imdb.com;POST;OK
03:05:58;192.168.2.100;https://www.google.fr;POST;OK
03:06:08;192.168.2.3;https://www.google.fr;POST;OK
03:07:02;192.168.2.1;https://www.office.com;DELETE;OK
03:07:37;192.168.2.100;https://www.office.com;DELETE;OK
03:11:52;192.168.2.2;https://www.nytimes.com;DELETE;OK
03:12:26;192.168.2.2;https://www.disneyplus.com;PUT;OK
03:12:53;192.168.2.1;https://www.nytimes.com;DELETE;OK
03:13:22;192.168.2.1;https://www.office.com;PUT;OK
03:14:13;192.168.2.1;https://www.imdb.com;PUT;OK
03:14:31;192.168.2.2;https://www.imdb.com;DELETE;OK
03:14:37;192.168.2.3;https://www.nytimes.com;PUT;OK
03:15:31;192.168.2.100;https://www.disneyplus.com;PUT;OK
03:15:37;192.168.2.100;https://www.google.fr;DELETE;OK
03:15:38;192.168.2.100;https://www.disneyplus.com;DELETE;OK
03:16:46;192.168.2.100;https://www.google.fr;POST;OK
03:17:38;192.168.2.100;https://www.disneyplus.com;POST;OK
03:18:58;192.168.2.1;https://www.google.fr;POST;OK
03:19:16;192.168.2.1;https://www.disneyplus.com;GET;OK
03:20:39;192.168.2.2;https://www.disneyplus.com;GET;OK
03:23:36;192.168.2.100;https://www.google.fr;DELETE;OK
03:23:45;192.168.2.1;https://www.google.fr;POST;OK
03:25:25;192.168.2.100;https://www.google.fr;GET;OK
03:26:25;192.168.2.1;https://www.nytimes.com;POST;OK
03:28:49;192.168.2.3;https://www.nytimes.com;GET;OK
03:29:23;192.168.2.2;https://www.disneyplus.com;GET;OK
03:33:50;192.168.2.100;https://www.disneyplus.com;POST;OK
03:35:01;192.168.2.100;https://www.imdb.com;DELETE;OK
03:35:04;192.168.2.1;https://www.google.fr;POST;OK
03:35:07;192.168.2.100;https://www.imdb.com;POST;OK
03:35:34;192.168.2.3;https://www.google.fr;PUT;OK
03:36:21;192.168.2.100;https://www.disneyplus.com;POST;OK
03:37:28;192.168.2.1;https://www.disneyplus.com;PUT;OK
03:38:36;192.168.2.1;https://www.office.com;DELETE;OK
03:40:19;192.168.2.1;https://www.nytimes.com;POST;OK
03:41:12;192.168.2.3;https://www.office.com;GET;OK
03:41:24;192.168.2.1;https://www.nytimes.com;PUT;OK
03:41:29;192.168.2.100;https://www.google.fr;GET;OK
03:42:19;192.168.2.1;https://www.nytimes.com;GET;OK
03:44:04;192.168.2.3;https://www.disneyplus.com;PUT;OK
03:44:05;192.168.2.1;https://www.google.fr;POST;OK
03:45:11;192.168.2.2;https://www.disneyplus.com;GET;OK
03:45:40;192.168.2.1;https://www.disneyplus.com;DELETE;OK
03:45:56;192.168.2.3;https://www.imdb.com;DELETE;OK
03:47:00;192.168.2.2;https://www.google.fr;GET;OK
03:47:16;192.168.2.2;https://www.nytimes.com;DELETE;OK
03:48:11;192.168.2.1;https://www.nytimes.com;PUT;OK
03:51:59;192.168.2.2;https://www.google.fr;DELETE;OK
03:52:35;192.168.2.2;https://www.google.fr;PUT;OK
03:53:22;192.168.2.2;https://www.office.com;PUT;OK
03:55:10;192.168.2.3;https://www.office.com;GET;OK
03:55:44;192.168.2.3;https://www.nytimes.com;PUT;OK
03:57:03;192.168.2.100;https://www.office.com;DELETE;OK
03:57:34;192.168.2.3;https://www.imdb.com;PUT;OK
03:57:53;192.168.2.3;https://www.disneyplus.com;POST;OK
03:58:27;192.168.2.3;https://www.office.com;GET;OK
03:58:42;192.168.2.2;https://www.google.fr;GET;OK
04:00:09;192.168.2.3;https://www.disneyplus.com;GET;OK
04:00:11;192.168.2.100;https://www.imdb.com;PUT;OK
04:02:53;192.168.2.100;https://www.imdb.com;DELETE;OK
04:03:24;192.168.2.2;https://www.google.fr;POST;OK
04:03:56;192.168.2.2;https://www.nytimes.com;DELETE;OK
04:04:39;192.168.2.3;https://www.nytimes.com;GET;OK
04:05:55;192.168.2.2;https://www.disneyplus.com;PUT;OK
04:06:49;192.168.2.1;https://www.google.fr;POST;OK
04:07:38;192.168.2.1;https://www.imdb.com;DELETE;OK
04:08:45;192.168.2.3;https://www.disneyplus.com;POST;OK
04:08:57;192.168.2.3;https://www.office.com;DELETE;OK
04:08:59;192.168.2.1;https://www.nytimes.com;GET;OK
04:10:02;192.168.2.1;https://www.imdb.com;GET;OK
04:10:49;192.168.2.1;https://www.disneyplus.com;DELETE;OK
04:11:00;192.168.2.100;https://www.office.com;GET;OK
04:11:21;192.168.2.1;https://www.disneyplus.com;PUT;OK
04:12:08;192.168.2.100;https://www.disneyplus.com;POST;OK
04:13:14;192.168.2.3;https://www.imdb.com;POST;OK
04:14:18;192.168.2.2;https://www.office.com;POST;OK
04:14:43;192.168.2.100;https://www.imdb.com;PUT;OK
04:15:06;192.168.2.100;https://www.disneyplus.com;GET;OK
04:15:40;192.168.2.3;https://www.nytimes.com;DELETE;OK
04:16:16;192.168.2.100;https://www.disneyplus.com;PUT;OK
04:16:25;192.168.2.2;https://www.office.com;PUT;OK
04:16:54;192.168.2.100;https://www.google.fr;GET;OK
04:17:27;192.168.2.2;https://www.imdb.com;DELETE;OK
04:18:44;192.168.2.3;https://www.disneyplus.com;GET;OK
04:19:06;192.168.2.100;https://www.disneyplus.com;DELETE;OK
04:19:53;192.168.2.1;https://www.disneyplus.com;GET;OK
04:20:06;192.168.2.2;https://www.imdb.com;POST;OK
04:20:42;192.168.2.1;https://www.imdb.com;GET;OK
04:21:53;192.168.2.1;https://www.nytimes.com;DELETE;OK
04:24:13;192.168.2.100;https://www.imdb.com;DELETE;OK
04:24:26;192.168.2.100;https://www.google.fr;DELETE;OK
04:28:32;192.168.2.100;https://www.nytimes.com;DELETE;OK
04:29:39;192.168.2.100;https://www.google.fr;GET;OK
04:30:07;192.168.2.1;https://www.imdb.com;PUT;OK
04:33:23;192.168.2.3;https://www.disneyplus.com;DELETE;OK
04:33:55;192.168.2.2;https://www.office.com;POST;OK
04:35:11;192.168.2.100;https://www.google.fr;DELETE;OK
04:35:20;192.168.2.2;https://www.office.com;DELETE;OK
04:35:23;192.168.2.3;https://www.office.com;GET;OK
04:37:26;192.168.2.3;https://www.office.com;DELETE;OK
04:38:20;192.168.2.1;https://www.office.com;POST;OK
04:38:32;192.168.2.1;https://www.imdb.com;POST;OK
04:39:32;192.168.2.1;https://www.office.com;POST;OK
04:40:22;192.168.2.100;https://www.google.fr;PUT;OK
04:40:39;192.168.2.2;https://www.office.com;DELETE;OK
04:40:58;192.168.2.2;https://www.imdb.com;POST;OK
04:43:24;192.168.2.100;https://www.office.com;DELETE;OK
04:43:55;192.168.2.100;https://www.disneyplus.com;GET;OK
04:44:37;192.168.2.2;https://www.imdb.com;PUT;OK
04:45:29;192.168.2.100;https://www.imdb.com;PUT;OK
04:46:12;192.168.2.100;https://www.google.fr;DELETE;OK
04:46:35;192.168.2.2;https://www.disneyplus.com;PUT;OK
04:47:38;192.168.2.1;https://www.nytimes.com;DELETE;OK
04:47:52;192.168.2.3;https://www.nytimes.com;POST;OK
04:49:55;192.168.2.2;https://www.imdb.com;GET;OK
04:50:42;192.168.2.1;https://www.google.fr;DELETE;OK
04:52:04;192.168.2.1;https://www.google.fr;GET;OK
04:52:05;192.168.2.3;https://www.office.com;PUT;OK
04:54:20;192.168.2.100;https://www.imdb.com;GET;OK
04:56:39;192.168.2.3;https://www.office.com;GET;OK
04:56:56;192.168.2.3;https://www.nytimes.com;GET;OK
04:57:31;192.168.2.2;https://www.office.com;DELETE;OK
04:57:42;192.168.2.3;https://www.google.fr;POST;OK
04:57:47;192.168.2.2;https://www.nytimes.com;GET;OK
04:59:01;192.168.2.100;https://www.disneyplus.com;POST;OK
04:59:35;192.168.2.100;https://www.google.fr;PUT;OK
05:01:13;192.168.2.2;https://www.google.fr;POST;OK
05:01:16;192.168.2.3;https://www.nytimes.com;PUT;OK
05:01:26;192.168.2.3;https://www.disneyplus.com;DELETE;OK
05:02:24;192.168.2.100;https://www.imdb.com;PUT;OK
05:02:59;192.168.2.2;https://www.nytimes.com;DELETE;OK
05:03:07;192.168.2.100;https://www.google.fr;PUT;OK
05:03:10;192.168.2.100;https://www.disneyplus.com;DELETE;OK
05:03:12;192.168.2.1;https://www.office.com;GET;OK
05:04:23;192.168.2.1;https://www.google.fr;GET;OK
05:04:44;192.168.2.1;https://www.google.fr;DELETE;OK
05:06:17;192.168.2.3;https://www.google.fr;DELETE;OK
05:08:22;192.168.2.1;https://www.google.fr;DELETE;OK
05:12:20;192.168.2.100;https://www.imdb.com;GET;OK
05:14:01;192.168.2.3;https://www.google.fr;GET;OK
05:15:01;192.168.2.1;https://www.nytimes.com;DELETE;OK
05:15:12;192.168.2.100;https://www.office.com;DELETE;OK
05:15:26;192.168.2.1;https://www.google.fr;PUT;OK
05:17:02;192.168.2.2;https://www.google.fr;DELETE;OK
05:20:42;192.168.2.100;https://www.disneyplus.com;POST;OK
05:20:48;192.168.2.3;https://www.imdb.com;PUT;OK
05:22:28;192.168.2.100;https://www.google.fr;POST;OK
05:23:39;192.168.2.3;https://www.imdb.com;POST;OK
05:26:04;192.168.2.2;https://www.imdb.com;PUT;OK
05:26:15;192.168.2.100;https://www.nytimes.com;PUT;OK
05:26:17;192.168.2.3;https://www.disneyplus.com;GET;OK
05:27:52;192.168.2.3;https://www.imdb.com;DELETE;OK
05:27:59;192.168.2.2;https://www.disneyplus.com;POST;OK
05:28:26;192.168.2.3;https://www.google.fr;PUT;OK
05:28:26;192.168.2.2;https://www.google.fr;PUT;OK
05:30:30;192.168.2.3;https://www.google.fr;POST;OK
05:30:37;192.168.2.1;https://www.google.fr;DELETE;OK
05:30:51;192.168.2.1;https://www.nytimes.com;DELETE;OK
05:31:32;192.168.2.1;https://www.disneyplus.com;PUT;OK
05:31:36;192.168.2.100;https://www.disneyplus.com;POST;OK
05:33:03;192.168.2.3;https://www.google.fr;PUT;OK
05:33:50;192.168.2.100;https://www.disneyplus.com;GET;OK
05:35:03;192.168.2.1;https://www.nytimes.com;POST;OK
05:35:59;192.168.2.1;https://www.disneyplus.com;DELETE;OK
05:37:57;192.168.2.2;https://www.nytimes.com;DELETE;OK
05:38:21;192.168.2.100;https://www.office.com;DELETE;OK
05:39:51;192.168.2.100;https://www.office.com;GET;OK
05:40:58;192.168.2.3;https://www.office.com;POST;OK
05:41:47;192.168.2.3;https://www.imdb.com;PUT;OK
05:42:18;192.168.2.2;https://www.imdb.com;PUT;OK
05:45:02;192.168.2.2;https://www.imdb.com;DELETE;OK
05:45:34;192.168.2.3;https://www.disneyplus.com;GET;OK
05:47:14;192.168.2.2;https://www.imdb.com;POST;OK
05:47:32;192.168.2.3;https://www.google.fr;PUT;OK
05:50:25;192.168.2.2;https://www.disneyplus.com;GET;OK
05:51:34;192.168.2.100;https://www.google.fr;DELETE;OK
05:52:09;192.168.2.3;https://www.nytimes.com;DELETE;OK
05:52:48;192.168.2.100;https://www.google.fr;DELETE;OK
05:54:07;192.168.2.3;https://www.office.com;PUT;OK
05:56:28;192.168.2.100;https://www.disneyplus.com;PUT;OK
05:57:19;192.168.2.1;https://www.nytimes.com;PUT;OK
05:57:23;192.168.2.3;https://www.imdb.com;POST;OK
05:57:26;192.168.2.1;https://www.nytimes.com;PUT;OK
05:57:35;192.168.2.2;https://www.google.fr;DELETE;OK
05:57:56;192.168.2.100;https://www.disneyplus.com;PUT;OK
05:58:07;192.168.2.1;https://www.imdb.com;PUT;OK
05:59:18;192.168.2.2;https://www.office.com;GET;OK
06:00:21;192.168.2.100;https://www.imdb.com;POST;OK
06:00:55;192.168.2.1;https://www.nytimes.com;GET;OK
06:01:17;192.168.2.3;https://www.nytimes.com;GET;OK
06:04:15;192.168.2.1;https://www.office.com;DELETE;OK
06:05:34;192.168.2.1;https://www.nytimes.com;PUT;OK
06:06:04;192.168.2.1;https://www.google.fr;GET;OK
06:07:56;192.168.2.2;https://www.imdb.com;GET;OK
06:08:08;192.168.2.1;https://www.office.com;DELETE;OK
06:09:33;192.168.2.2;https://www.office.com;POST;OK
06:10:11;192.168.2.3;https://www.google.fr;POST;OK
06:11:04;192.168.2.3;https://www.imdb.com;DELETE;OK
06:12:22;192.168.2.1;https://www.google.fr;POST;OK
06:13:28;192.168.2.2;https://www.disneyplus.com;DELETE;OK
06:13:54;192.168.2.3;https://www.google.fr;PUT;OK
06:14:17;192.168.2.1;https://www.google.fr;PUT;OK
06:14:39;192.168.2.3;https://www.google.fr;POST;OK
06:14:40;192.168.2.100;https://www.disneyplus.com;POST;OK
06:14:59;192.168.2.100;https://www.office.com;PUT;OK
06:15:09;192.168.2.100;https://www.google.fr;DELETE;OK
06:17:37;192.168.2.2;https://www.imdb.com;DELETE;OK
06:18:25;192.168.2.2;https://www.nytimes.com;DELETE;OK
06:18:48;192.168.2.3;https://www.office.com;GET;OK
06:18:48;192.168.2.2;https://www.imdb.com;POST;OK
06:19:16;192.168.2.100;https://www.nytimes.com;DELETE;OK
06:19:35;192.168.2.100;https://www.disneyplus.com;POST;OK
06:21:05;192.168.2.2;https://www.nytimes.com;GET;OK
06:22:00;192.168.2.100;https://www.google.fr;GET;OK
06:22:55;192.168.2.2;https://www.nytimes.com;PUT;OK
06:23:51;192.168.2.3;https://www.office.com;POST;OK
06:24:16;192.168.2.1;https://www.nytimes.com;DELETE;OK
06:25:42;192.168.2.1;https://www.disneyplus.com;POST;OK
06:26:02;192.168.2.2;https://www.nytimes.com;PUT;OK
06:26:39;192.168.2.100;https://www.disneyplus.com;POST;OK
06:27:05;192.168.2.2;https://www.google.fr;GET;OK
06:27:45;192.168.2.3;https://www.disneyplus.com;DELETE;OK
06:28:05;192.168.2.3;https://www.disneyplus.com;GET;OK
06:30:15;192.168.2.3;https://www.google.fr;PUT;OK
06:30:26;192.168.2.3;https://www.imdb.com;PUT;OK
06:34:15;192.168.2.3;https://www.imdb.com;DELETE;OK
06:35:54;192.168.2.3;https://www.nytimes.com;DELETE;OK
06:36:51;192.168.2.1;https://www.office.com;POST;OK
06:37:11;192.168.2.3;https://www.disneyplus.com;PUT;OK
06:37:42;192.168.2.2;https://www.google.fr;PUT;OK
06:39:10;192.168.2.2;https://www.imdb.com;POST;OK
06:40:40;192.168.2.100;https://www.disneyplus.com;POST;OK
06:41:15;192.168.2.2;https://www.nytimes.com;POST;OK
06:41:47;192.168.2.3;https://www.google.fr;PUT;OK
06:46:29;192.168.2.1;https://www.nytimes.com;GET;OK
06:46:50;192.168.2.1;https://www.imdb.com;POST;OK
06:47:05;192.168.2.3;https://www.office.com;PUT;OK
